message_type,source_ip_encoded,dest_ip_encoded,packet_size,timestamp_delta,sequence_number,flow_label,teid,qfi,priority
50.980000000000004,740.0,377.02,625.7495679748617,0.035131466187095096,21518.960000000006,520140.0,35549.04000000001,15.96,2.0199999999999996
1.9799999999999998,985.04,125.02000000000001,637.1867716552982,0.05440802464855511,62840.0,1046417.0,56489.020000000004,56.96000000000001,11.0
51.980000000000004,103.0,750.0,609.3730679492734,0.0561373143307207,56364.0,501771.95999999996,83767.05999999997,30.979999999999997,0.0
3.0,18.919999999999987,834.98,1155.9761345550253,0.010242766202346102,65261.04000000001,149013.97999999998,923.0,3.9800000000000004,0.98
5.02,983.06,9.04,563.2358963847112,0.020000000000000004,12176.02,87687.0,32153.0,31.959999999999994,2.0199999999999996
3.9400000000000013,723.96,836.0,192.37457500385608,0.14988800343725941,5155.02,132957.0,5639.98,0.01,1.02
3.960000000000001,222.01999999999998,430.0,844.6930227539116,0.0671289659022415,51691.0,798027.96,57043.0,0.0,6.98
1.94,986.0,15.96,1132.3928575149705,0.0209033870710228,62724.020000000004,6553.0,82980.01999999999,43.0,3.0199999999999996
0.98,0.0,414.96000000000004,1286.9589556458604,0.1032300305902498,49159.979999999996,880650.04,48930.0,30.979999999999997,14.0
1.9999999999999998,241.03999999999996,603.0,165.48011149490287,0.01,31645.980000000003,987035.98,15803.0,39.0,5.02
52.0,294.02,549.0,1381.8257447540539,0.0487694100122675,63713.979999999996,248341.95999999996,99129.96000000002,25.93999999999999,1.0
5.039999999999999,714.98,851.02,276.68078421652274,0.0753362596231971,64515.04000000001,898436.0,23450.960000000006,11.0,11.98
52.03999999999999,151.01999999999998,158.96000000000004,833.1168917323091,0.16138268161482522,60789.0,325341.0,58013.95999999999,27.979999999999997,6.98
50.96000000000001,266.02,275.96000000000004,806.5631424645997,0.0906590277448723,5256.02,974687.04,2632.0200000000004,53.980000000000004,8.04
3.039999999999999,374.96000000000004,668.98,1204.2793373102068,0.020000000000000004,61364.979999999996,981819.0,42628.95999999999,40.079999999999984,0.94
51.0,552.98,389.02,1035.4344752042568,0.16486234491547241,58726.95999999999,446439.04000000004,70402.98000000001,11.02,14.0
2.9800000000000004,377.02,113.0,718.9169716969507,0.1297881679969003,21976.039999999994,513671.98,63038.979999999996,61.03999999999999,1.9999999999999998
50.96000000000001,300.98,518.0,1294.9151058722405,0.0,42471.95999999999,407096.0,70903.03999999998,0.0,2.039999999999999
3.9800000000000004,34.03999999999999,562.02,283.82631692898633,0.03338648733691769,51668.04000000001,683775.02,9809.0,56.920000000000016,2.0199999999999996
0.96,617.98,336.98,568.4666339458379,0.17120012761596393,10185.0,642031.98,79037.01999999999,19.040000000000006,13.04
50.0,797.0,552.02,1027.7535508115782,0.11065233793361262,28351.980000000003,374344.02,44323.020000000004,51.05999999999999,12.0
1.98,627.0,486.98,1289.397564752484,0.03,62090.0,506733.02,74526.98000000001,42.980000000000004,6.960000000000001
50.05999999999999,292.03999999999996,945.98,664.0282396057863,0.07902169130855341,35037.020000000004,57559.979999999996,22.979999999999997,31.0,13.0
4.960000000000001,900.96,330.02,1042.2585506837336,0.03159030888144759,34526.0,766230.04,34136.93999999999,18.93999999999999,2.0199999999999996
50.94000000000001,343.98,805.04,1405.9947320788942,0.033721713964211995,34341.979999999996,426801.98,89012.98000000001,59.0,3.0
3.9800000000000004,612.94,100.04000000000002,657.8205389521413,0.0,49493.0,594054.98,4871.0,55.019999999999996,2.039999999999999
50.05999999999999,421.02,884.98,633.4075833841858,0.0613529418461669,57237.0,118065.01999999999,22996.0,61.0,2.0599999999999987
3.039999999999999,218.98000000000002,288.0799999999999,994.8491398609187,0.11003610062634528,7445.040000000001,204572.97999999998,34189.93999999999,0.98,1.98
50.03999999999999,991.98,630.0,1123.3705218359976,0.13846005113627022,22731.960000000006,895043.0,42598.0,23.979999999999997,12.02
5.039999999999999,848.98,929.0,1433.0406746256867,0.011420403593311493,51939.93999999999,661034.02,95762.01999999999,26.959999999999994,1.02
5.0,391.96000000000004,46.0,92.7797326201563,0.17777875272233437,34249.020000000004,255931.02000000002,53234.0,53.05999999999999,1.0
4.02,382.0,483.98,375.08991154114176,0.0383924760453833,23556.039999999994,133726.04000000004,96572.98000000001,14.96,4.02
2.039999999999999,265.02,914.0,469.0929633588506,0.0545662880938777,56215.020000000004,287374.0,16293.02,27.979999999999997,1.04
3.0,740.0,571.98,1732.455714699421,0.0848570317558634,61100.0,455138.93999999994,18615.960000000006,8.02,8.0
52.019999999999996,739.02,127.02000000000001,583.6446329445633,0.0633327581214737,24883.019999999997,325370.0,26438.019999999997,34.09999999999998,4.98
4.98,62.03999999999999,595.02,1058.545040965647,0.027607547177701905,24152.0,716703.98,45892.0,54.019999999999996,12.0
50.019999999999996,46.03999999999999,326.02,701.8645410233563,0.06656901347996493,64006.0,803537.96,27350.960000000006,50.019999999999996,10.0
50.980000000000004,230.0,881.0,700.7465479159183,0.09626139505052769,25252.019999999997,9470.0,1083.0,13.98,2.9800000000000004
3.9800000000000004,389.0,112.02000000000001,226.00055946847226,0.10115083575917919,63335.979999999996,184681.02000000002,23467.0,30.040000000000006,8.02
1.04,510.0,342.0,681.1621706032314,0.02154729710720269,53445.04000000001,858312.04,947.96,19.0,5.02
5.039999999999999,802.04,303.0,800.075999390492,0.0857587327705313,48921.020000000004,667566.98,9118.02,3.0199999999999996,3.9800000000000004
1.9999999999999998,616.0,80.95999999999998,979.0786543222788,0.18750154837956143,18962.0,655408.02,39182.020000000004,24.0,13.98
5.0,770.0,554.04,904.0356748169902,0.05058388953333051,60006.95999999999,152110.0,44154.020000000004,22.040000000000006,13.079999999999998
4.98,630.98,912.04,1073.858902991395,0.10865754959866619,61601.93999999999,237469.0,44529.020000000004,26.0,4.98
52.019999999999996,220.0,488.03999999999996,1194.433947678951,0.0806744415495467,6399.0,281315.02,18687.94000000001,9.98,7.98
50.0,215.98000000000002,960.0,808.7554439105627,0.2553913611936712,33836.95999999999,509081.95999999996,78767.0,38.05999999999999,3.9800000000000004
1.02,927.0,872.02,1034.428666708753,0.0251146090905845,21605.039999999994,959748.0,73589.0,19.0,0.03
3.0,240.98000000000002,972.98,1279.7470053585844,0.026626204553887894,39397.979999999996,665275.04,84239.0,53.0,14.02
1.02,762.06,825.06,986.583743285663,0.01,50949.95999999999,8077.98,57955.0,50.96000000000001,2.960000000000001
4.960000000000001,360.02,540.96,957.0785050706044,0.47122962025839377,49908.020000000004,416968.02,28366.019999999997,29.040000000000006,12.0
4.02,865.02,595.04,1424.87489732321,0.2085911911391426,60809.95999999999,701347.0,93176.96000000002,40.03999999999999,7.039999999999999
3.0199999999999996,253.01999999999998,388.98,392.5764994421413,0.18340884497062815,7045.0,521317.0,9954.0,28.040000000000006,2.0199999999999996
1.9999999999999998,200.98000000000002,204.01999999999998,695.5119639255629,0.1010345993895835,23416.980000000003,226137.0,46327.020000000004,18.979999999999997,10.98
3.9800000000000004,38.0,902.96,837.2669772913908,0.0369247544573929,14295.060000000001,421171.98,47941.0,31.999999999999996,7.02
