session_establishment_rate,session_modification_rate,session_deletion_rate,pfcp_message_type,sequence_number,average_latency_ms,packet_loss_rate,jitter_ms,bandwidth_utilization,slice_type_encoded,qos_flow_identifier,pdu_session_type,dnn_encoded,protocol_version,message_length,node_type_encoded,encryption_strength,authentication_method,certificate_validity,peak_hour_indicator,weekend_indicator,geographic_region,cpu_utilization,memory_utilization,network_congestion_level,handover_success_rate,beam_management_efficiency,massive_mimo_gain,carrier_aggregation_bands,inter_arrival_time,burst_size,flow_duration,throughput_latency_ratio,efficiency_score,anomaly_score,time_since_last_session,session_frequency,periodic_pattern_strength,user_experience_quality,network_reliability_score,service_availability,edge_processing_delay,cloud_offload_ratio,mec_utilization,attack_type,label
13.740917921698427,11.610418400488193,159.95076025417265,6,2912.0,6.14586444373254,0.006964316579451642,3.8265636415619255,64.54188003879686,3.0,44.0,1,11.0,1.0,540.0,1.0,256,2.0,288.0,0,1,9.0,78.92361525413271,65.3430827706708,2.0,0.918497598601642,0.8027228013380553,15.097279065496945,3.0,1.62486726021464,10.0,15.86734543177806,2.2447444021412557,0.5096055785699403,0.6962099781889157,4.241022760706292,2.589026270592886,0.004825959773574749,4.47946501761537,1.0023588122729197,0.9086413538612073,0.5521672723653748,0.03927682310643965,0.7430271005325896,Malicious_Deletion,1
51.72045713139297,80.98911626869015,20.291349199304392,7,1440.0,2.134047552547444,0.002103360335722668,8.146399267844126,49.002791772657794,1.0,50.0,0,19.0,1.0,388.0,6.0,256,2.0,184.0,0,1,2.0,28.236149653703432,69.4097154325299,1.0,0.9438628425684641,0.5704691473773035,16.714215646854306,4.0,0.8080191007971478,8.0,6.504253306645065,25.386697854893967,0.41421658933217,0.44565779270477957,2.0385674615122618,2.751750659198789,0.2836886186403694,5.26738746329814,0.9191901002065309,0.9343476607115005,3.4272352746331247,0.02087217641069343,0.154253072783823,Malicious_Modification_Type2,4
35.48459603149525,119.35769523516863,23.9874827574087,57,1559.0,3.2041237587100433,0.0012169307644337526,0.3730016656571731,36.30325788384967,2.0,35.0,1,1.0,1.0,1170.0,3.0,256,0.0,110.0,0,1,5.0,23.582608479792494,60.69192631799019,3.0,0.9991676093376786,0.906934638111702,14.50751375702359,1.0,1.0985524715432853,3.0,1.9129681162092118,10.4615781485221,0.33836883237062054,0.4785316410604815,5.863864036680723,3.490104609938197,0.10513906902653185,4.381831380014472,0.8228857367505145,1.025240946677665,1.6179318005953403,0.18169723332157214,0.0,Malicious_Modification_Type2,4
139.16643600434583,11.705916082427645,33.55669996480569,8,1259.0,3.991292121267798,0.002523817210006527,1.7683346980407566,70.06815504109723,3.0,37.0,1,0.0,1.0,1170.0,1.0,256,1.0,35.0,1,0,1.0,140.76802907976057,94.2946283002838,4.0,0.918084750148,0.8906471030525487,4.102974231320094,1.0,1.03960778886318,11.0,0.55975412655058,35.70137605153125,0.6329170931255136,1.786797382893468,4.401951216694914,1.2179715005691587,0.16055975624989216,3.5100905662040027,0.8762051783731303,1.0009827487635525,2.706782937055949,0.3879918274985411,0.41365150729279143,Malicious_Establishment,2
458.1908693965736,190.77013322978559,48.320372346733066,3,2405.0,2.0302624134973075,0.0015551760159213238,0.2775598945892638,80.14326785604516,3.0,6.0,2,15.0,1.0,0.0,3.0,128,1.0,0.0,0,1,4.0,46.888484643967956,33.9588218229642,4.0,0.9582050123090726,0.7600860501401994,0.0,3.0,0.590049090431754,9.0,3.432966678943686,211.40366251890475,0.7508255802128451,0.02085781355289785,1.0830386189914458,0.42631778230709566,0.1438164026550413,3.7326098743648863,0.8899214862946309,1.0124721944208819,3.9882440095559115,0.33488905411074765,0.0,Protocol_Fuzzing_Attack,7
43.91842947477271,84.51436064955371,20.970582297370886,8,1379.0,5.258830659585688,0.0007770019007000407,3.228322981360414,71.25573171877465,3.0,41.0,1,12.0,1.0,1300.0,2.0,128,3.0,182.0,0,1,2.0,16.886895978381784,55.57879839723356,1.0,1.0061573208523533,0.6905247878061161,17.621439934039454,1.0,1.8934360822693195,6.0,0.2191682279708929,8.223199814242243,0.7670281397777738,0.609040466035349,3.126047477939649,1.6681453754872442,0.11822070212660395,4.067426598160746,0.8995875306495412,1.0384587695388818,3.6558000398866795,0.06074808213330792,0.0,Malicious_Modification_Type2,4
2.5102895946177135,16.292167598845083,104.14804602356139,5,2731.0,2.829943222463758,0.014070137784164542,1.5323405974664606,29.404024432331802,3.0,4.0,2,18.0,1.0,516.0,5.0,128,3.0,142.0,0,1,6.0,49.208225764180085,44.29073865990435,4.0,0.8176649218819225,0.6836993161559106,10.570946543149772,1.0,3.081363167614766,9.0,0.16089072321408762,0.8814368131435395,0.25462070222200406,0.08972294155704792,2.576554702474914,0.02412402341041691,0.1032282849312399,4.328960361941716,0.8399559788268571,0.9406402866793496,1.2069101717378838,0.026150173867012173,0.14221767761102447,Malicious_Deletion,1
830.6463447869742,9.904851887893075,33.39088730524008,50,3653.0,5.6171740912384065,0.004133031868226998,4.643629095801711,103.22686841028164,0.0,21.0,1,11.0,1.0,834.0,0.0,128,1.0,66.0,1,1,1.0,103.71707675707603,83.66355004395271,4.0,0.8930179741386091,0.6357803196816125,14.46776432718007,3.0,6.865128222583033,13.0,3.9581513227167826,171.03561554161536,0.8470100512123344,0.9386392995508099,4.398038235250845,0.2761123027374316,0.3236557703348811,4.468068838659598,0.8060783521504203,0.9126636410115173,0.7605236200299722,0.017230816824901844,0.9737046957043061,Denial_of_Service,8
16.471838359071572,0.0,23.975669304103093,57,698.1603417735317,4.925100657408119,0.005493473909492368,3.334983700361614,51.697978674718755,3.0,240.4715728512766,1,16.0,1.0,1146.0,4.0,256,3.0,87.0,1,0,6.0,81.64881190511936,109.27124138373877,4.0,1.021994410259404,0.635442174307642,9.761052643419989,1.0,301.32350354783944,6.0,0.6214164160182122,3.466497871869007,0.5234533099778823,0.6791010623365441,0.0,0.14599511150234676,0.04646545105291819,2.226593227284829,1.1197319459334025,1.0177183123975186,3.4197155975952516,0.20055005617364186,0.30825148141653275,Protocol_Fuzzing_Attack,7
6.63177288503827,5.570449214318152,200.2466848541718,52,2454.0,0.735249840634319,0.012439704226771738,2.0543644834768737,58.67971881250294,1.0,8.0,1,16.0,1.0,827.0,0.0,256,0.0,253.0,0,1,3.0,8.53392151989593,73.91035203096224,2.0,0.936308471021879,0.6335483082814705,19.96241705741942,2.0,3.4160697712524355,12.0,9.188854525611978,10.52177389364426,0.5262571177761065,0.7955798878371271,1.4152148872003685,2.2987248135891547,0.00763121338144305,4.201689882464865,0.8214967672397316,1.0349348758389352,3.4161990001749007,0.25751214944652995,0.651491192560635,Malicious_Deletion,1
