,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
665,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 11:00:31 PM,239959930,3254,3254,60094.0,469624.0,21.0,16.0,18.4677320221266,2.5001759459957054,276.0,16.0,144.322065150584,130.00914919177694,2207.526898345069,27.1211947761445,36877.198401721136,37975.47650807284,150982.0,6.0,239959489.0,73765.5976022134,14928.960329375595,151375.0,60.0,239959507.0,73765.60313556709,14929.854272373035,151373.0,43.0,0,0,0,0,26032,26032,13.56059738807225,13.56059738807225,16.0,276.0,81.38485174373945,111.41006261000624,12412.202050765512,0,0,0,0,0,0,0,0,1.0,81.39735709895513,18.46773202212661,144.3220651505839,0,0,0,0,0,0,3254,60094,3254,469624,-1,-1,3254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
716,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22/11/2022 05:08:47 PM,120051695,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016659489897248,120051695.0,0.0,120051695.0,120051695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.008329744948624,0.008329744948624,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,120051695.0,0.0,120051695.0,120051695.0,Normal
564,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:35:56 PM,231043040,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.0941026399237135,0.3808814149952321,2655667.1264367825,4735083.663294937,11005586.0,6.0,231042679.0,5501016.166666666,5567414.695160981,11005612.0,27.0,231042970.0,5250976.59090909,5558731.606336105,11005826.0,10.0,0,0,0,0,344,360,0.1861125095999429,0.1947689053952891,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,333.2857142857144,181.79607885131705,716.0,108.0,11001690.047619049,1226.731978722048,11005586.0,11000259.0,Mal_Mod2
459,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,04/10/2022 11:00:02 PM,120123709,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166495025557361,120123709.0,0.0,120123709.0,120123709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.008324751277868,0.008324751277868,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,120123709.0,0.0,120123709.0,120123709.0,Normal
708,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:29:30 AM,230071374,71,49,3439.0,917.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.714285714285708,19.06567596493762,18.93325503415301,0.521577273668127,1933372.8907563025,3966347.431856464,10006180.0,6.0,230071275.0,3286732.5,4731939.934357357,10006180.0,51.0,230071361.0,4793153.354166668,5049816.899656645,10006393.0,135.0,0,1,0,0,2272,1568,0.3085998869203085,0.2129773867478185,0.0,81.0,36.53719008264461,33.15897096370605,1099.5173553719003,0,0,0,1,1,0,0,0,0.0,36.84166666666667,48.436619718309856,18.714285714285715,0,0,0,0,0,0,71,3439,49,917,-1,501,47,0,518.3478260869565,68.81636215032542,597.0,250.0,10002563.34782609,1833.9517840566343,10006180.0,9999900.0,Mal_Del
671,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 04:23:28 PM,230082098,71,49,3439.0,905.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.46938775510204,18.769547633529875,18.88021726922883,0.5215529632383654,1933463.0084033613,3966545.933790688,10008639.0,2.0,230082039.0,3286886.2714285715,4732179.625131256,10008639.0,38.0,230082067.0,4793376.395833333,5050117.3150432,10008927.0,73.0,0,1,0,0,2272,1568,0.3085855032493662,0.2129674599889992,0.0,81.0,36.43801652892562,33.14535979640374,1098.6148760330573,0,0,0,1,1,0,0,0,0.0,36.74166666666667,48.436619718309856,18.46938775510204,0,0,0,0,0,0,71,3439,49,905,-1,501,47,0,454.1739130434783,311.56666471441525,1470.0,204.0,10003057.2173913,2246.515786249201,10008639.0,10000092.0,Mal_Mod2
410,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 10:20:41 PM,239934488,3223,3223,59513.0,464708.0,21.0,16.0,18.46509463233009,2.500144201063878,276.0,16.0,144.18492088116673,130.00749845532155,2184.85055804066,26.86566676483791,37228.00434445292,38467.750912659,179765.0,16.0,239934117.0,74467.4478584731,15405.888993231134,180175.0,81.0,239934050.0,74467.42706393536,15406.021000064951,180098.0,75.0,0,0,0,0,25784,25784,13.432833382418956,13.432833382418956,16.0,276.0,81.31487513572172,111.3710362987629,12403.507726260365,0,0,0,0,0,0,0,0,1.0,81.32748991622712,18.46509463233013,144.18492088116662,0,0,0,0,0,0,3223,59513,3223,464708,-1,-1,3223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
369,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,01/11/2022 04:49:23 PM,231034074,44,44,704.0,704.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.09433914064122,0.3808961962900762,2655564.068965518,4734812.122530095,11001966.0,15.0,231033661.0,5372875.837209304,5564310.275077367,11002553.0,15.0,231034074.0,5372885.441860464,5563901.4929777095,11001990.0,152.0,0,0,0,0,352,352,0.1904480981450381,0.1904480981450381,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,44,704,44,704,-1,-1,44,0,489.4285714285714,255.76699775940045,1239.0,152.0,11001108.42857143,491.0443535392604,11001966.0,10999996.0,Mal_Mod
430,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 10:36:41 PM,239983178,3226,3226,59576.0,465536.0,21.0,16.0,18.467451952882733,2.500175649956713,276.0,16.0,144.30750154990668,130.00913379774934,2188.120035646832,26.88521776305504,37200.9266780344,38408.04861644842,143300.0,12.0,239982847.0,74413.285891473,15298.596955694382,143654.0,83.0,239982880.0,74413.2961240311,15284.29639291548,143673.0,78.0,0,0,0,0,25808,25808,13.44260888152752,13.44260888152752,16.0,276.0,81.41763520843045,111.42930911064998,12416.490928876785,0,0,0,0,0,0,0,0,1.0,81.43025418474892,18.467451952882826,144.30750154990702,0,0,0,0,0,0,3226,59576,3226,465536,-1,-1,3226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
390,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 10:04:41 PM,239983810,3215,3215,59365.0,463540.0,21.0,16.0,18.46500777604975,2.5001439519729027,276.0,16.0,144.1804043545879,130.00748550259095,2178.9178194979067,26.793474109774323,37328.32633379988,38549.18646384745,167006.0,6.0,239983434.0,74668.14996888611,15408.914924593202,167372.0,61.0,239983671.0,74668.22370877407,15381.260040493677,167346.0,105.0,0,0,0,0,25720,25720,13.39673705488716,13.39673705488716,16.0,276.0,81.31254859275366,111.36975653845724,12403.222671435242,0,0,0,0,0,0,0,0,1.0,81.32519440124416,18.465007776049767,144.18040435458786,0,0,0,0,0,0,3215,59365,3215,463540,-1,-1,3215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
